assigned_by	bioentity	bioentity_label	reference	qualifier	annotation_class	annotation_class_label	evidence_type	evidence_with	bioentity_isoformpanther_family	date	annotation_extension_class	taxon
ARUK-UCL	UniProtKB:P05067	APP	PMID:23921129		GO:0051091	positive regulation of DNA-binding transcription factor activity	IGI	ComplexPortal:CPX-1134		20170622	CL:0002609|GO:1904646|UniProtKB:P05412	NCBITaxon:9606
ARUK-UCL	UniProtKB:P05067	APP	PMID:15457210		GO:0051092	positive regulation of NF-kappaB transcription factor activity	IGI	UniProtKB:Q15109		20170928	UBERON:0000956|UBERON:0000956|GO:0005634|UBERON:6003624	NCBITaxon:9606
UniProt	UniProtKB:P15311	EZR	PMID:20551903		GO:0000122	negative regulation of transcription by RNA polymerase II	IMP			20150622	CL:0000084|InterPro:IPR008366	NCBITaxon:9606
UniProt	UniProtKB:P50750	CDK9	PMID:30134174		GO:0032968	positive regulation of transcription elongation by RNA polymerase II	IDA			20221026		NCBITaxon:9606
ComplexPortal	UniProtKB:P50750	CDK9	PMID:9499409		GO:0032968	positive regulation of transcription elongation by RNA polymerase II	IDA			20160113		NCBITaxon:9606
UniProt	UniProtKB:P50750	CDK9	PMID:29335245		GO:0045944	positive regulation of transcription by RNA polymerase II	IDA			20211105		NCBITaxon:9606
ComplexPortal	UniProtKB:P50750	CDK9	PMID:10866664		GO:1903654	phosphorylation of RNA polymerase II C-terminal domain serine 5 residues involved in positive regulation of transcription elongation from RNA polymerase II promoter	IDA			20160113		NCBITaxon:9606
ComplexPortal	UniProtKB:P50750	CDK9	PMID:10866664		GO:1903655	phosphorylation of RNA polymerase II C-terminal domain serine 2 residues involved in positive regulation of transcription elongation from RNA polymerase II promoter	IDA			20160113		NCBITaxon:9606
UniProt	UniProtKB:Q6SA08	TSSK4	PMID:15964553		GO:0032793	positive regulation of CREB transcription factor activity	IDA			20070419		NCBITaxon:9606
ARUK-UCL	UniProtKB:Q9C019	TRIM15	PMID:23077300		GO:0003713	transcription coactivator activity	IDA			20201030	UniProtKB:P05412	NCBITaxon:9606
UniProt	UniProtKB:Q9C019	TRIM15	PMID:23077300		GO:0051091	positive regulation of DNA-binding transcription factor activity	IMP			20131213	UniProtKB:P05412	NCBITaxon:9606
UniProt	UniProtKB:Q9C019	TRIM15	PMID:23077300		GO:0051092	positive regulation of NF-kappaB transcription factor activity	IDA			20131213		NCBITaxon:9606
MGI	UniProtKB:Q12948	FOXC1	PMID:11237714		GO:0045893	positive regulation of DNA-templated transcription	IDA			20061227		NCBITaxon:9606
NTNU_SB	UniProtKB:Q12948	FOXC1	PMID:17993506		GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	IDA			20191112	NCBI_Gene:2308	NCBITaxon:9606
MGI	UniProtKB:Q12948	FOXC1	PMID:11179011		GO:0003700	DNA-binding transcription factor activity	IDA			20061227		NCBITaxon:9606
UniProt	UniProtKB:Q12948	FOXC1	PMID:11782474		GO:0003700	DNA-binding transcription factor activity	IDA			20141212		NCBITaxon:9606
UniProt	UniProtKB:Q12948	FOXC1	PMID:14506133		GO:0003700	DNA-binding transcription factor activity	IDA			20141215		NCBITaxon:9606
UniProt	UniProtKB:Q12948	FOXC1	PMID:14578375		GO:0003700	DNA-binding transcription factor activity	IDA			20170320		NCBITaxon:9606
UniProt	UniProtKB:Q12948	FOXC1	PMID:14578375		GO:0003700	DNA-binding transcription factor activity	IMP			20170320		NCBITaxon:9606
UniProt	UniProtKB:Q12948	FOXC1	PMID:15277473		GO:0003700	DNA-binding transcription factor activity	IDA			20061201		NCBITaxon:9606
UniProt	UniProtKB:Q12948	FOXC1	PMID:15299087		GO:0003700	DNA-binding transcription factor activity	IDA			20141212		NCBITaxon:9606
UniProt	UniProtKB:Q12948	FOXC1	PMID:15684392		GO:0003700	DNA-binding transcription factor activity	IDA			20061130		NCBITaxon:9606
UniProt	UniProtKB:Q12948	FOXC1	PMID:16449236		GO:0003700	DNA-binding transcription factor activity	IMP			20170320		NCBITaxon:9606
UniProt	UniProtKB:Q12948	FOXC1	PMID:17210863		GO:0003700	DNA-binding transcription factor activity	IMP			20170320		NCBITaxon:9606
UniProt	UniProtKB:Q12948	FOXC1	PMID:19279310		GO:0003700	DNA-binding transcription factor activity	IMP			20170320		NCBITaxon:9606
UniProt	UniProtKB:Q12948	FOXC1	PMID:19793056		GO:0003700	DNA-binding transcription factor activity	IMP			20170303		NCBITaxon:9606
UniProt	UniProtKB:Q12948	FOXC1	PMID:25786029		GO:0003700	DNA-binding transcription factor activity	IMP			20170317		NCBITaxon:9606
UniProt	UniProtKB:Q12948	FOXC1	PMID:27804176		GO:0003700	DNA-binding transcription factor activity	IDA			20170317		NCBITaxon:9606
UniProt	UniProtKB:Q12948	FOXC1	PMID:11782474		GO:0006355	regulation of DNA-templated transcription	IDA			20141212		NCBITaxon:9606
UniProt	UniProtKB:Q12948	FOXC1	PMID:14506133		GO:0006355	regulation of DNA-templated transcription	IDA			20141215		NCBITaxon:9606
UniProt	UniProtKB:Q12948	FOXC1	PMID:15299087		GO:0006355	regulation of DNA-templated transcription	IDA			20141212		NCBITaxon:9606
UniProt	UniProtKB:Q12948	FOXC1	PMID:15684392		GO:0006355	regulation of DNA-templated transcription	IDA			20061130		NCBITaxon:9606
UniProt	UniProtKB:Q12948	FOXC1	PMID:15277473		GO:0045893	positive regulation of DNA-templated transcription	IDA			20061201		NCBITaxon:9606
UniProt	UniProtKB:Q12948	FOXC1	PMID:14578375		GO:0045944	positive regulation of transcription by RNA polymerase II	IMP			20170320		NCBITaxon:9606
BHF-UCL	UniProtKB:Q12948	FOXC1	PMID:16449236		GO:0045944	positive regulation of transcription by RNA polymerase II	IDA			20111012		NCBITaxon:9606
UniProt	UniProtKB:Q12948	FOXC1	PMID:16492674		GO:0045944	positive regulation of transcription by RNA polymerase II	IMP			20170222		NCBITaxon:9606
UniProt	UniProtKB:Q12948	FOXC1	PMID:17210863		GO:0045944	positive regulation of transcription by RNA polymerase II	IMP			20170320		NCBITaxon:9606
NTNU_SB	UniProtKB:Q12948	FOXC1	PMID:17993506		GO:0045944	positive regulation of transcription by RNA polymerase II	IDA			20140326	NCBI_Gene:2308	NCBITaxon:9606
UniProt	UniProtKB:Q12948	FOXC1	PMID:19279310		GO:0045944	positive regulation of transcription by RNA polymerase II	IMP			20170320		NCBITaxon:9606
UniProt	UniProtKB:Q12948	FOXC1	PMID:19793056		GO:0045944	positive regulation of transcription by RNA polymerase II	IMP			20170303		NCBITaxon:9606
UniProt	UniProtKB:Q12948	FOXC1	PMID:25786029		GO:0045944	positive regulation of transcription by RNA polymerase II	IMP			20170317		NCBITaxon:9606
UniProt	UniProtKB:Q12948	FOXC1	PMID:27804176		GO:0045944	positive regulation of transcription by RNA polymerase II	IMP			20170303		NCBITaxon:9606
UniProt	UniProtKB:Q12948	FOXC1	PMID:27907090		GO:0045944	positive regulation of transcription by RNA polymerase II	IMP			20170227		NCBITaxon:9606
ARUK-UCL	UniProtKB:Q7Z6K1	THAP5	PMID:21110952		GO:0000122	negative regulation of transcription by RNA polymerase II	IDA			20200612		NCBITaxon:9606
UniProt	UniProtKB:Q8N6C5	IGSF1	PMID:11266516		GO:0006355	regulation of DNA-templated transcription	IDA			20080310		NCBITaxon:9606
BHF-UCL	UniProtKB:P78504	JAG1	PMID:20437614		GO:0045944	positive regulation of transcription by RNA polymerase II	IMP			20120730		NCBITaxon:9606
UniProt	UniProtKB:Q13536	MIR9-1HG	PMID:10995546		GO:0045944	positive regulation of transcription by RNA polymerase II	IDA			20170517	UniProtKB:P01100	NCBITaxon:9606
UniProt	UniProtKB:Q13568	IRF5	PMID:25326418		GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	IDA			20200702		NCBITaxon:9606
NTNU_SB	UniProtKB:Q13568	IRF5	PMID:12600985		GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	IDA			20191112	NCBI_Gene:3439	NCBITaxon:9606
NTNU_SB	UniProtKB:Q13568	IRF5	PMID:12600985		GO:0045944	positive regulation of transcription by RNA polymerase II	IDA			20161123	NCBI_Gene:3439	NCBITaxon:9606
BHF-UCL	UniProtKB:Q13568	IRF5	PMID:22412986		GO:0045944	positive regulation of transcription by RNA polymerase II	IDA			20121126	UniProtKB:P29460	NCBITaxon:9606
UniProt	UniProtKB:Q13568	IRF5	PMID:25326418		GO:0045944	positive regulation of transcription by RNA polymerase II	IDA			20200702		NCBITaxon:9606
UniProt	UniProtKB:Q13568	IRF5	PMID:32433612		GO:0045944	positive regulation of transcription by RNA polymerase II	IDA			20200702		NCBITaxon:9606
MGI	UniProtKB:Q13573	SNW1	PMID:15878163		GO:0045892	negative regulation of DNA-templated transcription	IDA			20090903		NCBITaxon:9606
UniProt	UniProtKB:Q13573	SNW1	PMID:11514567		GO:0003713	transcription coactivator activity	IDA			20121123		NCBITaxon:9606
UniProt	UniProtKB:Q13573	SNW1	PMID:14985122		GO:0003713	transcription coactivator activity	IDA			20121123		NCBITaxon:9606
CAFA	UniProtKB:Q13573	SNW1	PMID:23566155		GO:0003713	transcription coactivator activity	IDA			20170117	UniProtKB:P10275	NCBITaxon:9606
UniProt	UniProtKB:Q13573	SNW1	PMID:14985122		GO:0003714	transcription corepressor activity	IDA			20121123		NCBITaxon:9606
UniProt	UniProtKB:Q13573	SNW1	PMID:14985122		GO:0000122	negative regulation of transcription by RNA polymerase II	IDA			20121123		NCBITaxon:9606
UniProt	UniProtKB:Q13573	SNW1	PMID:10713164		GO:0045892	negative regulation of DNA-templated transcription	IDA			20050809		NCBITaxon:9606
UniProt	UniProtKB:Q13573	SNW1	PMID:14985122		GO:0045944	positive regulation of transcription by RNA polymerase II	IDA			20121123		NCBITaxon:9606
UniProt	UniProtKB:Q13573	SNW1	PMID:19934264		GO:0045944	positive regulation of transcription by RNA polymerase II	IDA			20120116		NCBITaxon:9606
UniProt	UniProtKB:A6NF83	NUPR2	PMID:25899918		GO:0000122	negative regulation of transcription by RNA polymerase II	IDA			20151202		NCBITaxon:9606
UniProt	UniProtKB:Q9BXL7	CARD11	PMID:12154360		GO:0051092	positive regulation of NF-kappaB transcription factor activity	IMP			20061120		NCBITaxon:9606
UniProt	UniProtKB:Q9BXL7	CARD11	PMID:24074955		GO:0051092	positive regulation of NF-kappaB transcription factor activity	IDA			20210331		NCBITaxon:9606
UniProt	UniProtKB:Q8N5Y2	MSL3	PMID:30224647		GO:0006355	regulation of DNA-templated transcription	IMP			20191107		NCBITaxon:9606
UniProt	UniProtKB:O94762	RECQL5	PMID:23748380		GO:0034244	negative regulation of transcription elongation by RNA polymerase II	IDA			20130703		NCBITaxon:9606
NTNU_SB	UniProtKB:Q8N680	ZBTB2	PMID:19380588		GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	IDA			20191112	NCBI_Gene:1026	NCBITaxon:9606
NTNU_SB	UniProtKB:Q8N680	ZBTB2	PMID:19380588		GO:0000122	negative regulation of transcription by RNA polymerase II	IDA			20170430	NCBI_Gene:1026	NCBITaxon:9606
MGI	UniProtKB:Q8N668	COMMD1	PMID:16573520		GO:0032088	negative regulation of NF-kappaB transcription factor activity	IDA			20120309		NCBITaxon:9606
UniProt	UniProtKB:Q8N668	COMMD1	PMID:15799966		GO:0032088	negative regulation of NF-kappaB transcription factor activity	IDA			20101213		NCBITaxon:9606
UniProt	UniProtKB:Q8N668	COMMD1	PMID:17183367		GO:0032088	negative regulation of NF-kappaB transcription factor activity	IMP			20101214		NCBITaxon:9606
UniProt	UniProtKB:Q8N5U6	RNF10	PMID:16335786		GO:0045893	positive regulation of DNA-templated transcription	IDA			20080829		NCBITaxon:9606
UniProt	UniProtKB:P08476	INHBA	PMID:11948405		GO:0006357	regulation of transcription by RNA polymerase II	IDA			20100115		NCBITaxon:9606
UniProt	UniProtKB:P08476	INHBA	PMID:21281489		GO:0045893	positive regulation of DNA-templated transcription	IDA			20110401		NCBITaxon:9606
UniProt	UniProtKB:P08476	INHBA	PMID:12702211		GO:0045944	positive regulation of transcription by RNA polymerase II	IDA			20061002		NCBITaxon:9606
UniProt	UniProtKB:P08476	INHBA	PMID:21281489		GO:0045944	positive regulation of transcription by RNA polymerase II	IDA			20110401		NCBITaxon:9606
MGI	UniProtKB:P41182	BCL6	PMID:11929873		GO:0000122	negative regulation of transcription by RNA polymerase II	IDA			20061211		NCBITaxon:9606
UniProt	UniProtKB:P41182	BCL6	PMID:16704730		GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	IDA			20210616		NCBITaxon:9606
UniProt	UniProtKB:P41182	BCL6	PMID:15577913		GO:0003700	DNA-binding transcription factor activity	IMP			20081015		NCBITaxon:9606
UniProt	UniProtKB:P41182	BCL6	PMID:15577913		GO:0000122	negative regulation of transcription by RNA polymerase II	IDA			20070411		NCBITaxon:9606
UniProt	UniProtKB:P41182	BCL6	PMID:16704730		GO:0000122	negative regulation of transcription by RNA polymerase II	IDA			20210616		NCBITaxon:9606
UniProt	UniProtKB:P41182	BCL6	PMID:15577913		GO:0045892	negative regulation of DNA-templated transcription	IMP			20070411		NCBITaxon:9606
BHF-UCL	UniProtKB:P55290	CDH13	PMID:16099944		GO:0045944	positive regulation of transcription by RNA polymerase II	IMP			20121029		NCBITaxon:9606
UniProt	UniProtKB:P28907	CD38	PMID:17875758		GO:0045892	negative regulation of DNA-templated transcription	IMP			20101008		NCBITaxon:9606
UniProt	UniProtKB:P28907	CD38	PMID:17875758		GO:0045893	positive regulation of DNA-templated transcription	IMP			20101008		NCBITaxon:9606
CAFA	UniProtKB:P23396	RPS3	PMID:18045535		GO:0051092	positive regulation of NF-kappaB transcription factor activity	IGI	UniProtKB:Q04206		20160512		NCBITaxon:9606
CAFA	UniProtKB:P23396	RPS3	PMID:18045535		GO:0051092	positive regulation of NF-kappaB transcription factor activity	IMP			20160427	UniProtKB:Q04206	NCBITaxon:9606
UniProt	UniProtKB:Q8TF47	ZFP90	PMID:21284946		GO:0045893	positive regulation of DNA-templated transcription	IMP			20110518		NCBITaxon:9606
HGNC-UCL	UniProtKB:Q92838	EDA	PMID:11039935		GO:0051092	positive regulation of NF-kappaB transcription factor activity	IDA			20040809		NCBITaxon:9606
ComplexPortal	UniProtKB:P55201	BRPF1	PMID:18794358		GO:0006355	regulation of DNA-templated transcription	IDA			20161014		NCBITaxon:9606
UniProt	UniProtKB:P55201	BRPF1	PMID:18794358		GO:0045893	positive regulation of DNA-templated transcription	IDA			20090724		NCBITaxon:9606
UniProt	UniProtKB:Q8N5F7	NKAP	PMID:31587868		GO:0000122	negative regulation of transcription by RNA polymerase II	IMP			20200805		NCBITaxon:9606
UniProt	UniProtKB:Q8N5F7	NKAP	PMID:19409814		GO:0045892	negative regulation of DNA-templated transcription	IDA			20100426		NCBITaxon:9606
MGI	UniProtKB:Q9UBK2	PPARGC1A	PMID:27471003		GO:0006355	regulation of DNA-templated transcription	IDA			20200619		NCBITaxon:9606
UniProt	UniProtKB:Q9UBK2	PPARGC1A	PMID:16753578		GO:0003713	transcription coactivator activity	IDA			20220302		NCBITaxon:9606
BHF-UCL	UniProtKB:Q9UBK2	PPARGC1A	PMID:19651776		GO:0003713	transcription coactivator activity	IDA			20091126		NCBITaxon:9606
UniProt	UniProtKB:Q9UBK2	PPARGC1A	PMID:21376232		GO:0003713	transcription coactivator activity	IDA			20110316		NCBITaxon:9606
MGI	UniProtKB:Q9UBK2	PPARGC1A	PMID:27471003		GO:0003713	transcription coactivator activity	IDA			20200619		NCBITaxon:9606
BHF-UCL	UniProtKB:Q9UBK2	PPARGC1A	PMID:16488887		GO:0030374	nuclear receptor coactivator activity	IDA			20090818		NCBITaxon:9606
UniProt	UniProtKB:Q9UBK2	PPARGC1A	PMID:23836911		GO:0006355	regulation of DNA-templated transcription	IDA			20131211		NCBITaxon:9606
BHF-UCL	UniProtKB:Q9UBK2	PPARGC1A	PMID:16488887		GO:0045893	positive regulation of DNA-templated transcription	IDA			20090818		NCBITaxon:9606
BHF-UCL	UniProtKB:Q9UBK2	PPARGC1A	PMID:19651776		GO:0045893	positive regulation of DNA-templated transcription	IDA			20091126		NCBITaxon:9606
ParkinsonsUK-UCL	UniProtKB:Q9UBK2	PPARGC1A	PMID:21376232		GO:0045944	positive regulation of transcription by RNA polymerase II	IDA			20140707	UniProtKB:Q16656|UBERON:0002435|UniProtKB:Q16656|UBERON:0002038	NCBITaxon:9606
BHF-UCL	UniProtKB:Q9UBK2	PPARGC1A	PMID:19651776		GO:0051091	positive regulation of DNA-binding transcription factor activity	IDA			20091126		NCBITaxon:9606
MGI	UniProtKB:Q7Z5L9	IRF2BP2	PMID:12799427		GO:0000122	negative regulation of transcription by RNA polymerase II	IDA			20191115		NCBITaxon:9606
MGI	UniProtKB:Q7Z5L9	IRF2BP2	PMID:12799427		GO:0003714	transcription corepressor activity	IDA			20191115		NCBITaxon:9606
UniProt	UniProtKB:Q7Z5J4	RAI1	PMID:22578325		GO:0045893	positive regulation of DNA-templated transcription	IDA			20140508		NCBITaxon:9606
NTNU_SB	UniProtKB:Q00653	NFKB2	PMID:12835724		GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	IDA			20141117	SO:0001952	NCBITaxon:9606
UniProt	UniProtKB:Q00653	NFKB2	PMID:8360178		GO:0006355	regulation of DNA-templated transcription	IDA			20050210		NCBITaxon:9606
NTNU_SB	UniProtKB:Q00653	NFKB2	PMID:12835724		GO:0045944	positive regulation of transcription by RNA polymerase II	IDA			20141117		NCBITaxon:9606
NTNU_SB	UniProtKB:Q8N5A5	ZGPAT	PMID:19644445		GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	IDA			20141117	SO:0001952	NCBITaxon:9606
UniProt	UniProtKB:Q8N5A5	ZGPAT	PMID:19644445		GO:0003700	DNA-binding transcription factor activity	IDA			20090807		NCBITaxon:9606
NTNU_SB	UniProtKB:Q8N5A5	ZGPAT	PMID:19644445		GO:0000122	negative regulation of transcription by RNA polymerase II	IDA			20141117		NCBITaxon:9606
UniProt	UniProtKB:Q8N5A5	ZGPAT	PMID:19644445		GO:0045892	negative regulation of DNA-templated transcription	IDA			20090807		NCBITaxon:9606
ComplexPortal	UniProtKB:P18615	NELFE	PMID:12612062		GO:0034244	negative regulation of transcription elongation by RNA polymerase II	IDA			20220207		NCBITaxon:9606
UniProt	UniProtKB:P18615	NELFE	PMID:27256882		GO:0034244	negative regulation of transcription elongation by RNA polymerase II	IDA			20220510		NCBITaxon:9606
BHF-UCL	UniProtKB:Q6AWC2	WWC2	PMID:24682284		GO:0000122	negative regulation of transcription by RNA polymerase II	IDA			20140512		NCBITaxon:9606
ARUK-UCL	UniProtKB:Q9C035	TRIM5	PMID:23077300		GO:0003713	transcription coactivator activity	IDA			20201030	UniProtKB:P05412	NCBITaxon:9606
UniProt	UniProtKB:Q9C035	TRIM5	PMID:23077300		GO:0051091	positive regulation of DNA-binding transcription factor activity	IMP			20131213	UniProtKB:P05412	NCBITaxon:9606
UniProt	UniProtKB:Q9C035	TRIM5	PMID:21512573		GO:0051092	positive regulation of NF-kappaB transcription factor activity	IMP			20121210		NCBITaxon:9606
UniProt	UniProtKB:Q9C035	TRIM5	PMID:23077300		GO:0051092	positive regulation of NF-kappaB transcription factor activity	IMP			20131213		NCBITaxon:9606
BHF-UCL	UniProtKB:Q9UIH9	KLF15	PMID:19767294		GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	IMP			20180809	UniProtKB:Q8N8U9|SO:0001952	NCBITaxon:9606
BHF-UCL	UniProtKB:Q9UIH9	KLF15	PMID:19767294		GO:0045944	positive regulation of transcription by RNA polymerase II	IMP			20180809	UniProtKB:Q8N8U9	NCBITaxon:9606
ARUK-UCL	UniProtKB:Q14258	TRIM25	PMID:23077300		GO:0003713	transcription coactivator activity	IDA			20201030	UniProtKB:P05412	NCBITaxon:9606
UniProt	UniProtKB:Q14258	TRIM25	PMID:23077300		GO:0051091	positive regulation of DNA-binding transcription factor activity	IMP			20131213	UniProtKB:P05412	NCBITaxon:9606
UniProt	UniProtKB:Q14258	TRIM25	PMID:23077300		GO:0051092	positive regulation of NF-kappaB transcription factor activity	IMP			20131213		NCBITaxon:9606
ARUK-UCL	UniProtKB:Q14254	FLOT2	PMID:23319823		GO:0051092	positive regulation of NF-kappaB transcription factor activity	IMP			20181203		NCBITaxon:9606
UniProt	UniProtKB:Q460N3	PARP15	PMID:16061477		GO:0003714	transcription corepressor activity	IMP			20180712		NCBITaxon:9606
UniProt	UniProtKB:Q460N3	PARP15	PMID:16061477		GO:0000122	negative regulation of transcription by RNA polymerase II	IMP			20170503		NCBITaxon:9606
BHF-UCL	UniProtKB:O15105	SMAD7	PMID:17438144		GO:0000122	negative regulation of transcription by RNA polymerase II	IDA			20090219		NCBITaxon:9606
BHF-UCL	UniProtKB:O15105	SMAD7	PMID:17438144		GO:0010944	negative regulation of transcription by competitive promoter binding	IDA			20090423		NCBITaxon:9606
BHF-UCL	UniProtKB:O15105	SMAD7	PMID:17438144		GO:0043433	negative regulation of DNA-binding transcription factor activity	IDA			20090219		NCBITaxon:9606
UniProt	UniProtKB:Q9UNL4	ING4	PMID:16387653		GO:0003713	transcription coactivator activity	IDA			20090529		NCBITaxon:9606
ComplexPortal	UniProtKB:Q9UNL4	ING4	PMID:22144582		GO:0006355	regulation of DNA-templated transcription	IDA			20161014		NCBITaxon:9606
UniProt	UniProtKB:Q9UNL4	ING4	PMID:15029197		GO:0045892	negative regulation of DNA-templated transcription	IDA			20050216		NCBITaxon:9606
AgBase	UniProtKB:P05019	IGF1	PMID:15059951		GO:0045893	positive regulation of DNA-templated transcription	IMP			20150710	ENSEMBL:ENSSSCG00000026109	NCBITaxon:9606
UniProt	UniProtKB:P05019	IGF1	PMID:19654000		GO:0045893	positive regulation of DNA-templated transcription	IDA			20110810		NCBITaxon:9606
BHF-UCL	UniProtKB:P05019	IGF1	PMID:9722506		GO:0045893	positive regulation of DNA-templated transcription	IDA			20080530		NCBITaxon:9606
BHF-UCL	UniProtKB:P05019	IGF1	PMID:16433617		GO:0045944	positive regulation of transcription by RNA polymerase II	IDA			20110120		NCBITaxon:9606
MGI	UniProtKB:Q6P2C8	MED27	PMID:9989412		GO:0006357	regulation of transcription by RNA polymerase II	IDA			20091020		NCBITaxon:9606
UniProt	UniProtKB:Q6P2C8	MED27	PMID:10882111		GO:0003713	transcription coactivator activity	IDA			20060317		NCBITaxon:9606
UniProt	UniProtKB:Q6P2C8	MED27	PMID:9989412		GO:0003713	transcription coactivator activity	IDA			20060317		NCBITaxon:9606
NTNU_SB	UniProtKB:Q14209	E2F2	PMID:7739537	contributes_to	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	IDA			20170531		NCBITaxon:9606
NTNU_SB	UniProtKB:Q14209	E2F2	PMID:7739537		GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	IDA			20191112		NCBITaxon:9606
NTNU_SB	UniProtKB:Q14209	E2F2	PMID:7739537		GO:0045944	positive regulation of transcription by RNA polymerase II	IDA			20170428		NCBITaxon:9606
UniProt	UniProtKB:Q14207	NPAT	PMID:14585971		GO:0003713	transcription coactivator activity	IDA			20090713		NCBITaxon:9606
UniProt	UniProtKB:Q14207	NPAT	PMID:15988025		GO:0003713	transcription coactivator activity	IMP			20090714		NCBITaxon:9606
UniProt	UniProtKB:Q14207	NPAT	PMID:17163457		GO:0003713	transcription coactivator activity	IMP			20090714		NCBITaxon:9606
UniProt	UniProtKB:Q14207	NPAT	PMID:17974976		GO:0003713	transcription coactivator activity	IDA			20090717		NCBITaxon:9606
UniProt	UniProtKB:Q14207	NPAT	PMID:17163457		GO:0003714	transcription corepressor activity	IMP			20090714		NCBITaxon:9606
UniProt	UniProtKB:Q14207	NPAT	PMID:15988025		GO:0000083	regulation of transcription involved in G1/S transition of mitotic cell cycle	IMP			20090714		NCBITaxon:9606
UniProt	UniProtKB:Q14207	NPAT	PMID:18850719		GO:0045893	positive regulation of DNA-templated transcription	IDA			20090717		NCBITaxon:9606
ARUK-UCL	UniProtKB:Q14207	NPAT	PMID:18850719		GO:0045944	positive regulation of transcription by RNA polymerase II	IDA			20200522		NCBITaxon:9606
UniProt	UniProtKB:P35789	ZNF93	PMID:25274305		GO:0003700	DNA-binding transcription factor activity	IDA			20141117		NCBITaxon:9606
UniProt	UniProtKB:P35789	ZNF93	PMID:25274305		GO:0045892	negative regulation of DNA-templated transcription	IDA			20141117		NCBITaxon:9606
BHF-UCL	UniProtKB:P60900	PSMA6	PMID:16845397		GO:0051092	positive regulation of NF-kappaB transcription factor activity	IMP			20110117		NCBITaxon:9606
MGI	UniProtKB:P19419	ELK1	PMID:15790681		GO:0045893	positive regulation of DNA-templated transcription	IDA			20091117		NCBITaxon:9606
NTNU_SB	UniProtKB:P19419	ELK1	PMID:12750007		GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	IDA			20140320	SO:0001952	NCBITaxon:9606
UniProt	UniProtKB:P19419	ELK1	PMID:14970218		GO:0003700	DNA-binding transcription factor activity	IDA			20060711		NCBITaxon:9606
ARUK-UCL	UniProtKB:P19419	ELK1	PMID:31146003		GO:0030374	nuclear receptor coactivator activity	IMP			20201215	UniProtKB:P22736	NCBITaxon:9606
UniProt	UniProtKB:P19419	ELK1	PMID:17296730		GO:0045893	positive regulation of DNA-templated transcription	IDA			20101213		NCBITaxon:9606
ARUK-UCL	UniProtKB:P19419	ELK1	PMID:31146003		GO:0045893	positive regulation of DNA-templated transcription	IMP			20201215	UniProtKB:P22736	NCBITaxon:9606
NTNU_SB	UniProtKB:P19419	ELK1	PMID:12750007		GO:0045944	positive regulation of transcription by RNA polymerase II	IDA			20140320	NCBI_Gene:5663	NCBITaxon:9606
UniProt	UniProtKB:P19419	ELK1	PMID:14970218		GO:0045944	positive regulation of transcription by RNA polymerase II	IDA			20060711		NCBITaxon:9606
BHF-UCL	UniProtKB:P19419	ELK1	PMID:22065586		GO:0045944	positive regulation of transcription by RNA polymerase II	IMP			20111212		NCBITaxon:9606
NTNU_SB	UniProtKB:P40425	PBX2	PMID:19356220		GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	IDA			20191112	NCBI_Gene:269523	NCBITaxon:9606
NTNU_SB	UniProtKB:P40425	PBX2	PMID:19356220		GO:0045944	positive regulation of transcription by RNA polymerase II	IDA			20170530	NCBI_Gene:269523	NCBITaxon:9606
UniProt	UniProtKB:Q9UNS1	TIMELESS	PMID:9856465		GO:0045892	negative regulation of DNA-templated transcription	IDA			20050216		NCBITaxon:9606
UniProt	UniProtKB:Q6EEV6	SUMO4	PMID:15247916		GO:0045892	negative regulation of DNA-templated transcription	IDA			20200207		NCBITaxon:9606
UniProt	UniProtKB:Q6EEV6	SUMO4	PMID:16236267		GO:0045892	negative regulation of DNA-templated transcription	IDA			20200207	GO:0035976	NCBITaxon:9606
UniProt	UniProtKB:P35716	SOX11	PMID:19808959		GO:0000122	negative regulation of transcription by RNA polymerase II	IDA			20110623		NCBITaxon:9606
GO_Central	UniProtKB:P35716	SOX11	PMID:21124928		GO:0045944	positive regulation of transcription by RNA polymerase II	IDA			20200506	UniProtKB:Q53H47|UniProtKB:Q16643|UniProtKB:Q9Y5L2	NCBITaxon:9606
BHF-UCL	UniProtKB:P35713	SOX18	PMID:22292085		GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	IDA			20121119	SO:0001952	NCBITaxon:9606
BHF-UCL	UniProtKB:P35713	SOX18	PMID:22292085		GO:0000122	negative regulation of transcription by RNA polymerase II	IDA			20121119		NCBITaxon:9606
UniProt	UniProtKB:P35713	SOX18	PMID:18065521		GO:0045944	positive regulation of transcription by RNA polymerase II	IDA			20091030		NCBITaxon:9606
